piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus
68_Min_Siel_nu_lover_Herren	1: 3/2	1: 1	38	38	216.0	47	47	264.0	2184.0	768	94	0	0	0		Choral Bog		Min Siel nu lover Herren						2025-01-28	Linux			"<font size=""22""/>67. Min Siel nu lover Herren"	3.6.2	2.5.3	MS3	MS3/68_Min_Siel_nu_lover_Herren.mscx	False	38-74 (D2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	54-66 (F#3-F#4)	Bass	40-59 (E2-B3)	Piano 1	57-74 (A3-D5)	Piano 1	38-66 (D2-F#4)	Piano 2	62-74 (D4-D5)	Piano 2	38-57 (D2-A3)				
69_Mit_Haab_og_Trøſt_og_ald_Tilliid	1: 3/2	1: 0	26	26	144.0	35	35	192.0	1492.0	525	62	0	0	0		Choral Bog		Mit Haab og Trøſt og ald Tilliid						2025-01-28	Linux			"<font size=""22""/>68. Mit Haab og Trøſt og ald Tilliid"	3.6.2	2.5.3	MS3	MS3/69_Mit_Haab_og_Trøſt_og_ald_Tilliid.mscx	False	40-74 (E2-D5)	mxl	Soprano	60-74 (C4-D5)	Alto	55-69 (G3-A4)	Tenor	52-66 (E3-F#4)	Bass	40-60 (E2-C4)	Piano 1	55-74 (G3-D5)	Piano 1	40-66 (E2-F#4)	Piano 2	60-74 (C4-D5)	Piano 2	40-58 (E2-Bb3)				
70_Naar_min_Tiid_og_Srund_er	1: 4/4	1: 1	22	22	80.0	31	31	112.0	808.0	395	48	0	0	0		Choral Bog		Naar min Tiid og Srund er						2025-01-28	Linux			"<font size=""22""/>69. Naar min Tiid og Srund er"	3.6.2	2.5.3	MS3	MS3/70_Naar_min_Tiid_og_Srund_er.mscx	False	42-74 (F#2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	59-69 (B3-A4)	Tenor	52-64 (E3-E4)	Bass	42-57 (F#2-A3)	Piano 1	59-74 (B3-D5)	Piano 1	42-64 (F#2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	42-57 (F#2-A3)				
71_Naar_vi_i_ſtørſte_Nøden_ſtaae	1: 4/4	1: 1	17	17	64.0	17	17	64.0	648.0	338	38	0	0	0		Choral Bog		Naar vi i ſtørſte Nøden ſtaae						2025-01-28	Linux			"<font size=""22""/>70. Naar vi i ſtørſte Nøden ſtaae"	3.6.2	2.5.3	MS3	MS3/71_Naar_vi_i_ſtørſte_Nøden_ſtaae.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	59-69 (B3-A4)	Tenor	52-64 (E3-E4)	Bass	43-59 (G2-B3)	Piano 1	57-74 (A3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	43-59 (G2-B3)				
72_Naglet_til_et_Kors_paa_Jorden	1: 4/4	1: 0	24	24	96.0	24	24	96.0	988.0	492	65	0	0	0		Choral Bog		Naglet til et Kors paa Jorden						2025-01-28	Linux			"<font size=""22""/>71.a. Naglet til et Kors paa Jorden"	3.6.2	2.5.3	MS3	MS3/72_Naglet_til_et_Kors_paa_Jorden.mscx	False	40-77 (E2-F5)	mxl	Soprano	67-77 (G4-F5)	Alto	60-71 (C4-B4)	Tenor	56-66 (G#3-F#4)	Bass	40-58 (E2-Bb3)	Piano 1	57-77 (A3-F5)	Piano 1	40-65 (E2-F4)	Piano 1		Piano 1		Piano 2	67-77 (G4-F5)	Piano 2	40-58 (E2-Bb3)
73_Raglet_til_u._En_anden_Melodie	1: 4/4	1: -3	24	24	96.0	24	24	96.0	972.0	458	59	0	0	0		Choral Bog		Raglet til u. En anden Melodie						2025-01-28	Linux			"<font size=""22""/>71.b. Raglet til u. En anden Melodie"	3.6.2	2.5.3	MS3	MS3/73_Raglet_til_u._En_anden_Melodie.mscx	False	39-77 (Eb2-F5)	mxl	Soprano	65-77 (F4-F5)	Alto	62-67 (D4-G4)	Tenor	55-62 (G3-D4)	Bass	39-56 (Eb2-Ab3)	Piano 1	60-77 (C4-F5)	Piano 1	43-69 (G2-A4)	Piano 2	65-77 (F4-F5)	Piano 2	39-58 (Eb2-Bb3)				
74_Nu_bede_vi_den_Hillig_Aand	1: 4/4	1: 1	27	27	104.0	27	27	104.0	1050.0	493	57	0	0	0		Choral Bog		Nu bede vi den Hillig Aand						2025-01-28	Linux			"<font size=""22""/>72. Nu bede vi den Hillig Aand"	3.6.2	2.5.3	MS3	MS3/74_Nu_bede_vi_den_Hillig_Aand.mscx	False	42-76 (F#2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	59-67 (B3-G4)	Tenor	54-64 (F#3-E4)	Bass	42-57 (F#2-A3)	Piano 1	59-76 (B3-E5)	Piano 1	42-67 (F#2-G4)	Piano 2	62-76 (D4-E5)	Piano 2	42-57 (F#2-A3)				
75_Nu_er_os_Gud_miſkundelig	1: 4/4	1: 0	30	30	112.0	39	39	144.0	1134.0	581	75	0	0	0		Choral Bog		Nu er os Gud miſkundelig						2025-01-28	Linux			"<font size=""22""/>73. Nu er os Gud miſkundelig"	3.6.2	2.5.3	MS3	MS3/75_Nu_er_os_Gud_miſkundelig.mscx	False	36-76 (C2-E5)	mxl	Soprano	60-76 (C4-E5)	Alto	59-69 (B3-A4)	Tenor	52-66 (E3-F#4)	Bass	36-62 (C2-D4)	Piano 1	52-76 (E3-E5)	Piano 1	36-62 (C2-D4)	Piano 2	60-76 (C4-E5)	Piano 2	36-62 (C2-D4)				
76_Nu_hviler_Mark_og_Enge	1: 4/4	1: -1	24	24	92.0	24	24	92.0	938.0	460	58	0	0	0		Choral Bog		Nu hviler Mark og Enge						2025-01-28	Linux			"<font size=""22""/>74. Nu hviler Mark og Enge"	3.6.2	2.5.3	MS3	MS3/76_Nu_hviler_Mark_og_Enge.mscx	False	40-72 (E2-C5)	mxl	Soprano	60-72 (C4-C5)	Alto	55-69 (G3-A4)	Tenor	52-64 (E3-E4)	Bass	40-59 (E2-B3)	Piano 1	55-72 (G3-C5)	Piano 1	40-62 (E2-D4)	Piano 2	60-72 (C4-C5)	Piano 2	40-59 (E2-B3)				
77_Nu_vel_an!_vær_friſk_til_Mode	1: 4/4	1: 1	24	24	96.0	32	32	128.0	968.0	450	55	0	0	0		Choral Bog		Nu vel an! vær friſk til Mode						2025-01-28	Linux			"<font size=""22""/>75. Nu vel an! vær friſk til Mode"	3.6.2	2.5.3	MS3	MS3/77_Nu_vel_an!_vær_friſk_til_Mode.mscx	False	43-76 (G2-E5)	mxl	Soprano	67-76 (G4-E5)	Alto	60-69 (C4-A4)	Tenor	54-64 (F#3-E4)	Bass	43-57 (G2-A3)	Piano 1	60-76 (C4-E5)	Piano 1	43-62 (G2-D4)	Piano 2	67-76 (G4-E5)	Piano 2	43-57 (G2-A3)				
78_D!_du_ftore_Seyer-Herre	1: 4/4	1: -3	24	24	96.0	32	32	128.0	988.0	468	55	0	0	0		Choral Bog		D! du ftore Seyer-Herre						2025-01-28	Linux			"<font size=""22""/>76. D! du ftore Seyer-Herre"	3.6.2	2.5.3	MS3	MS3/78_D!_du_ftore_Seyer-Herre.mscx	False	39-75 (Eb2-Eb5)	mxl	Soprano	63-75 (Eb4-Eb5)	Alto	58-67 (Bb3-G4)	Tenor	53-62 (F3-D4)	Bass	39-58 (Eb2-Bb3)	Piano 1	53-75 (F3-Eb5)	Piano 1	39-56 (Eb2-Ab3)	Piano 2	63-75 (Eb4-Eb5)	Piano 2	39-56 (Eb2-Ab3)				
79_D_Gud!_du_fromme_Gud!	1: 4/4	1: 0	21	21	76.0	29	29	104.0	768.0	381	41	0	0	0		Choral Bog		D Gud! du fromme Gud!						2025-01-28	Linux			"<font size=""22""/>77. D Gud! du fromme Gud!"	3.6.2	2.5.3	MS3	MS3/79_D_Gud!_du_fromme_Gud!.mscx	False	40-74 (E2-D5)	mxl	Soprano	60-74 (C4-D5)	Alto	59-69 (B3-A4)	Tenor	52-65 (E3-F4)	Bass	40-55 (E2-G3)	Piano 1	52-74 (E3-D5)	Piano 1	40-55 (E2-G3)	Piano 2	60-74 (C4-D5)	Piano 2	40-55 (E2-G3)				
80_D!_Gud_ſkee_Lov_til_evig_Tiid	1: 3/2	1: -1	15	15	84.0	15	15	84.0	844.0	306	37	0	0	0		Choral Bog		D! Gud ſkee Lov til evig Tiid						2025-01-28	Linux			"<font size=""22""/>78. D! Gud ſkee Lov til evig Tiid"	3.6.2	2.5.3	MS3	MS3/80_D!_Gud_ſkee_Lov_til_evig_Tiid.mscx	False	41-77 (F2-F5)	mxl	Soprano	65-77 (F4-F5)	Alto	60-72 (C4-C5)	Tenor	55-65 (G3-F4)	Bass	41-55 (F2-G3)	Piano 1	60-77 (C4-F5)	Piano 1	43-65 (G2-F4)	Piano 2	65-77 (F4-F5)	Piano 2	41-55 (F2-G3)				
81_D!_Guds_Lam_u_ſkyldig	1: 4/4	1: -1	23	23	84.0	32	32	116.0	852.0	422	50	0	0	0		Choral Bog		D! Guds Lam u ſkyldig						2025-01-28	Linux			"<font size=""22""/>79. D! Guds Lam u ſkyldig"	3.6.2	2.5.3	MS3	MS3/81_D!_Guds_Lam_u_ſkyldig.mscx	False	41-74 (F2-D5)	mxl	Soprano	60-74 (C4-D5)	Alto	55-69 (G3-A4)	Tenor	52-64 (E3-E4)	Bass	41-58 (F2-Bb3)	Piano 1	55-74 (G3-D5)	Piano 1	41-67 (F2-G4)	Piano 2	60-74 (C4-D5)	Piano 2	41-58 (F2-Bb3)				
82_D_Jeſu!_du_er_min	1: 4/4	1: 0	29	29	112.0	29	29	112.0	1052.0	514	57	0	0	0		Choral Bog		D Jeſu! du er min						2025-01-28	Linux			"<font size=""22""/>80. D Jeſu! du er min"	3.6.2	2.5.3	MS3	MS3/82_D_Jeſu!_du_er_min.mscx	False	40-76 (E2-E5)	mxl	Soprano	64-76 (E4-E5)	Alto	59-67 (B3-G4)	Tenor	52-64 (E3-E4)	Bass	40-57 (E2-A3)	Piano 1	59-76 (B3-E5)	Piano 1	40-67 (E2-G4)	Piano 2	64-76 (E4-E5)	Piano 2	40-57 (E2-A3)				
83_D_Jeſu!_for_din_Pine	1: 3/2	1: -1	15	15	84.0	15	15	84.0	848.0	269	29	0	0	0		Choral Bog		D Jeſu! for din Pine						2025-01-28	Linux			"<font size=""22""/>81. D Jeſu! for din Pine"	3.6.2	2.5.3	MS3	MS3/83_D_Jeſu!_for_din_Pine.mscx	False	43-74 (G2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	62-67 (D4-G4)	Tenor	54-65 (F#3-F4)	Bass	43-60 (G2-C4)	Piano 1	58-74 (Bb3-D5)	Piano 1	43-65 (G2-F4)	Piano 2	65-74 (F4-D5)	Piano 2	43-60 (G2-C4)				
84_D_ſtore_Gud!_vi_love_dig	1: 4/4	1: 0	212	212	846.0	212	212	846.0	8557.0	4348	506	0	0	0		Choral Bog		D ſtore Gud! vi love dig						2025-01-28	Linux			"<font size=""22""/>82. D ſtore Gud! vi love dig"	3.6.2	2.5.3	MS3	MS3/84_D_ſtore_Gud!_vi_love_dig.mscx	False	38-74 (D2-D5)	mxl	Soprano	60-74 (C4-D5)	Alto	57-69 (A3-A4)	Tenor	52-65 (E3-F4)	Bass	38-60 (D2-C4)	Piano 1	52-74 (E3-D5)	Piano 1	38-57 (D2-A3)	Piano 2	60-74 (C4-D5)	Piano 2	38-57 (D2-A3)				
85_Dm_Himmeriges_Rige_ſaa_ville_vi_tale	1: 4/4	1: 0	29	29	112.0	29	29	112.0	1130.0	544	64	0	0	0		Choral Bog		Dm Himmeriges Rige, ſaa ville vi tale						2025-01-28	Linux			"<font size=""22""/>83. Dm Himmeriges Rige, ſaa ville vi tale"	3.6.2	2.5.3	MS3	MS3/85_Dm_Himmeriges_Rige_ſaa_ville_vi_tale.mscx	False	40-74 (E2-D5)	mxl	Soprano	60-74 (C4-D5)	Alto	57-69 (A3-A4)	Tenor	52-64 (E3-E4)	Bass	40-57 (E2-A3)	Piano 1	55-74 (G3-D5)	Piano 1	40-64 (E2-E4)	Piano 2	60-74 (C4-D5)	Piano 2	40-57 (E2-A3)				
86_Dp!_alle_ſom_paa_Jorden_boer	1: 4/4	1: -1	19	19	72.0	19	19	72.0	730.0	377	42	0	0	0		Choral Bog		Dp! alle, ſom paa Jorden boer						2025-01-28	Linux			"<font size=""22""/>84. Dp! alle, ſom paa Jorden boer"	3.6.2	2.5.3	MS3	MS3/86_Dp!_alle_ſom_paa_Jorden_boer.mscx	False	41-74 (F2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	60-67 (C4-G4)	Tenor	53-65 (F3-F4)	Bass	41-55 (F2-G3)	Piano 1	60-74 (C4-D5)	Piano 1	41-65 (F2-F4)	Piano 2	65-74 (F4-D5)	Piano 2	41-55 (F2-G3)				
87_Dpløs_du_dog_min_Gud!_de_Baand	1: 4/4	1: -3	27	27	100.0	41	41	152.0	994.0	493	56	0	0	0		Choral Bog		Dpløs du dog, min Gud! de Baand						2025-01-28	Linux			"<font size=""22""/>85. Dpløs du dog, min Gud! de Baand"	3.6.2	2.5.3	MS3	MS3/87_Dpløs_du_dog_min_Gud!_de_Baand.mscx	False	40-77 (E2-F5)	mxl	Soprano	60-77 (C4-F5)	Alto	59-70 (B3-Bb4)	Tenor	51-63 (Eb3-Eb4)	Bass	40-56 (E2-Ab3)	Piano 1	55-77 (G3-F5)	Piano 1	40-65 (E2-F4)	Piano 2	60-77 (C4-F5)	Piano 2	40-56 (E2-Ab3)				
88_Paa_dig_haaber_jeg_min_Herre_from	1: 4/4	1: 1	21	21	80.0	21	21	80.0	802.0	406	51	0	0	0		Choral Bog		Paa dig haaber jeg, min Herre from						2025-01-28	Linux			"<font size=""22""/>86. Paa dig haaber jeg, min Herre from"	3.6.2	2.5.3	MS3	MS3/88_Paa_dig_haaber_jeg_min_Herre_from.mscx	False	45-76 (A2-E5)	mxl	Soprano	63-76 (D#4-E5)	Alto	59-71 (B3-B4)	Tenor	54-64 (F#3-E4)	Bass	45-59 (A2-B3)	Piano 1	59-76 (B3-E5)	Piano 1	45-64 (A2-E4)	Piano 2	63-76 (D#4-E5)	Piano 2	45-59 (A2-B3)				
89_Rind_nu_op_i_Jeſu_Ravn	1: 4/4	1: -3	32	32	128.0	32	32	128.0	1294.0	589	66	0	0	0		Choral Bog		Rind nu op i Jeſu Ravn						2025-01-28	Linux			"<font size=""22""/>87. Rind nu op i Jeſu Ravn"	3.6.2	2.5.3	MS3	MS3/89_Rind_nu_op_i_Jeſu_Ravn.mscx	False	41-75 (F2-Eb5)	mxl	Soprano	60-75 (C4-Eb5)	Alto	55-69 (G3-A4)	Tenor	51-65 (Eb3-F4)	Bass	41-56 (F2-Ab3)	Piano 1	55-75 (G3-Eb5)	Piano 1	41-67 (F2-G4)	Piano 2	60-75 (C4-Eb5)	Piano 2	41-56 (F2-Ab3)				
90_See_Solens_ſkiønne_Lys_og_Pragt	1: 4/4	1: 1	24	24	88.0	33	33	120.0	886.0	451	49	0	0	0		Choral Bog		See Solens ſkiønne Lys og Pragt						2025-01-28	Linux			"<font size=""22""/>88. See Solens ſkiønne Lys og Pragt"	3.6.2	2.5.3	MS3	MS3/90_See_Solens_ſkiønne_Lys_og_Pragt.mscx	False	42-76 (F#2-E5)	mxl	Soprano	62-76 (D4-E5)	Alto	61-69 (C#4-A4)	Tenor	54-64 (F#3-E4)	Bass	42-59 (F#2-B3)	Piano 1	57-76 (A3-E5)	Piano 1	42-66 (F#2-F#4)	Piano 2	62-76 (D4-E5)	Piano 2	42-59 (F#2-B3)				
91_Siunge_vi_af_Hiertens_Grund	1: 3/2	1: -1	28	28	168.0	28	28	168.0	1712.0	536	64	0	0	0		Choral Bog		Siunge vi af Hiertens Grund						2025-01-28	Linux			"<font size=""22""/>89. Siunge vi af Hiertens Grund"	3.6.2	2.5.3	MS3	MS3/91_Siunge_vi_af_Hiertens_Grund.mscx	False	41-77 (F2-F5)	mxl	Soprano	65-77 (F4-F5)	Alto	61-69 (C#4-A4)	Tenor	53-64 (F3-E4)	Bass	41-58 (F2-Bb3)	Piano 1	54-77 (F#3-F5)	Piano 1	41-58 (F2-Bb3)	Piano 2	65-77 (F4-F5)	Piano 2	41-58 (F2-Bb3)				
92_Store_Gud!_ſom_dig_til_Ære	1: 3/2	1: 0	32	32	192.0	40	40	240.0	1940.0	664	80	0	0	0		Choral Bog		Store Gud! ſom dig til Ære						2025-01-28	Linux			"<font size=""22""/>90. Store Gud! ſom dig til Ære"	3.6.2	2.5.3	MS3	MS3/92_Store_Gud!_ſom_dig_til_Ære.mscx	False	40-77 (E2-F5)	mxl	Soprano	62-77 (D4-F5)	Alto	57-71 (A3-B4)	Tenor	52-65 (E3-F4)	Bass	40-60 (E2-C4)	Piano 1	50-77 (D3-F5)	Piano 1	40-58 (E2-Bb3)	Piano 2	62-77 (D4-F5)	Piano 2	40-58 (E2-Bb3)				
93_Store_Prophete_med_himmelſke	1: 3/2	1: -1	16	16	96.0	24	24	144.0	970.0	406	44	0	0	0		Choral Bog		Store Prophete med himmelſke						2025-01-28	Linux			"<font size=""22""/>91. Store Prophete med himmelſke"	3.6.2	2.5.3	MS3	MS3/93_Store_Prophete_med_himmelſke.mscx	False	41-74 (F2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	60-67 (C4-G4)	Tenor	55-64 (G3-E4)	Bass	41-57 (F2-A3)	Piano 1	60-74 (C4-D5)	Piano 1	41-66 (F2-F#4)	Piano 2	62-74 (D4-D5)	Piano 2	41-58 (F2-Bb3)				
94_Søde_Jeſu!_vi_er'_her	1: 4/4	1: 1	18	18	72.0	27	27	108.0	724.0	313	39	0	0	0		Choral Bog		Søde Jeſu! vi er' her						2025-01-28	Linux			"<font size=""22""/>92. Søde Jeſu! vi er’ her"	3.6.2	2.5.3	MS3	MS3/94_Søde_Jeſu!_vi_er'_her.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-67 (A3-G4)	Tenor	54-64 (F#3-E4)	Bass	43-59 (G2-B3)	Piano 1	57-74 (A3-D5)	Piano 1	43-62 (G2-D4)	Piano 2	62-74 (D4-D5)	Piano 2	43-59 (G2-B3)				
95_Udi_din_ſtore_Vrede	1: 4/4	1: 1	23	23	88.0	23	23	88.0	844.0	419	51	0	0	0		Choral Bog		Udi din ſtore Vrede						2025-01-28	Linux			"<font size=""22""/>93. Udi din ſtore Vrede"	3.6.2	2.5.3	MS3	MS3/95_Udi_din_ſtore_Vrede.mscx	False	43-74 (G2-D5)	mxl	Soprano	62-74 (D4-D5)	Alto	57-69 (A3-A4)	Tenor	54-64 (F#3-E4)	Bass	43-57 (G2-A3)	Piano 1	57-74 (A3-D5)	Piano 1	43-64 (G2-E4)	Piano 2	62-74 (D4-D5)	Piano 2	43-57 (G2-A3)				
96_Vi_takke_dig_o_Gud!_vor_Fnder	1: 4/4	1: -1	22	22	84.0	22	22	84.0	842.0	396	47	0	0	0		Choral Bog		Vi takke dig o Gud! vor Fnder						2025-01-28	Linux			"<font size=""22""/>94. Vi takke dig o Gud! vor Fnder"	3.6.2	2.5.3	MS3	MS3/96_Vi_takke_dig_o_Gud!_vor_Fnder.mscx	False	43-74 (G2-D5)	mxl	Soprano	66-74 (F#4-D5)	Alto	60-70 (C4-Bb4)	Tenor	54-67 (F#3-G4)	Bass	43-58 (G2-Bb3)	Piano 1	62-74 (D4-D5)	Piano 1	43-67 (G2-G4)	Piano 2	66-74 (F#4-D5)	Piano 2	43-60 (G2-C4)				
97_Vi_troe_alleſammen_paa_cen_Gud_Himmels	1: 4/4	1: 0	59	59	236.0	59	59	236.0	2382.0	1100	138	0	0	0		Choral Bog		Vi troe alleſammen paa cen Gud, Himmels						2025-01-28	Linux			"<font size=""22""/>95. Vi troe alleſammen paa cen Gud, Himmels"	3.6.2	2.5.3	MS3	MS3/97_Vi_troe_alleſammen_paa_cen_Gud_Himmels.mscx	False	40-76 (E2-E5)	mxl	Soprano	61-76 (C#4-E5)	Alto	55-71 (G3-B4)	Tenor	52-64 (E3-E4)	Bass	40-58 (E2-Bb3)	Piano 1	55-76 (G3-E5)	Piano 1	40-71 (E2-B4)	Piano 2	61-76 (C#4-E5)	Piano 2	40-58 (E2-Bb3)				
98_Vil_Gud_vor_Herre_ey_med_os_ſtaae	1: 4/4	1: -1	22	22	80.0	31	31	112.0	806.0	390	44	0	0	0		Choral Bog		Vil Gud vor Herre ey med os ſtaae						2025-01-28	Linux			"<font size=""22""/>96. Vil Gud vor Herre ey med os ſtaae"	3.6.2	2.5.3	MS3	MS3/98_Vil_Gud_vor_Herre_ey_med_os_ſtaae.mscx	False	41-74 (F2-D5)	mxl	Soprano	65-74 (F4-D5)	Alto	60-67 (C4-G4)	Tenor	54-63 (F#3-Eb4)	Bass	41-58 (F2-Bb3)	Piano 1	60-74 (C4-D5)	Piano 1	43-67 (G2-G4)	Piano 2	65-74 (F4-D5)	Piano 2	41-58 (F2-Bb3)				
99_Vor_Gud_haner_ſaa_ſaſt_en_Borg	1: 4/4	1: 0	26	26	96.0	35	35	128.0	972.0	518	63	0	0	0		Choral Bog		Vor Gud haner ſaa ſaſt en Borg						2025-01-28	Linux			"<font size=""22""/>97. Vor Gud haner ſaa ſaſt en Borg"	3.6.2	2.5.3	MS3	MS3/99_Vor_Gud_haner_ſaa_ſaſt_en_Borg.mscx	False	40-72 (E2-C5)	mxl	Soprano	60-72 (C4-C5)	Alto	55-69 (G3-A4)	Tenor	52-64 (E3-E4)	Bass	41-57 (F2-A3)	Piano 1	55-72 (G3-C5)	Piano 1	40-64 (E2-E4)	Piano 2	60-72 (C4-C5)	Piano 2	41-60 (F2-C4)				
